Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Sport,4.3,awesome mileage bike,4,"TVS sport bike offers best performance, best pickup and good mileage.It comes with dual tone alloy graphics, alloy wheels and excellent speedometer design. I bought it because it has very good mileage. It is also very very comfortable and light weighted. My driving experience with bike is very good. It has 12 litre fuel capacity tank. It gives the mileage of approximately 75-85 kmpl.It is an ideal bike for the city ride despite complaints of vibration. Vibration is a big issue with TVS sport bike also. TVS sport offers expanding drum brakes. The expanding drum brakes works excellently in any conditions and keep the bike in safety.TVS Sport has a well designed handle, alloy wheels, broad tyres, streamlined body and a shoe-type seat that adds to the comfortable ride. The rear and front suspensions work well and help in realizing the maximum comfort level in this bike. It is an affordable bike in its price range. I am using this bike from last 7 months .My experience with this bike is good till now. If you looking for a bike with affordable price and good mileage, so you can go for TVS sport bike."
TVS Sport,4.3,is it a gud bike?,2,"hello guys, i am from kolkata. I own a tvs sport white green in colour. I have covered almost 4000 kms with this bike but i would say this not a bike up to the mark. It had past only 10 months of my buying the bike but its battery got damaged, my cluth wire got damaged i changed 2 times but the result is same. The worst part of the bike is its sound. The sound of this is no unpleasent that i cant anything. It has vibrations at speed above 40. I admire its mileage which is adorable. It gives a mileage of about 70-80 kmpl which is quite impressive. The balance of this bike is medium i.e not so good not so bad. The rear tyres are worst. It  slips very badly in wet road. Finally i would suggest other buyers not to buy this bike whether u get it at a low price. It is a horrible bike. Thanks everyone.."
TVS Sport,4.3,TVS SPORT ,5,This bike is one of the best bike in overall bike when consider to millage...this bike millage is 85km)l...this running speed is best and durable and less maintenance charge in month and I used bike any time..black colour I drive in bhopal...TVS na hoti to bike ki duniya kaise hoti I thought some time...I say this one the best bike over all consideration... 
TVS Sport,4.3,very worst mileage,1,I am purchased TVS sport bike Nov 2016. Company Recommend mileage 95 km per lit. Still my TVS sport bike reached maximum 49 km per lit. I am very upset. 
TVS Sport,4.3,Worst bike,1,"Don't buy this type of bike  worst mileage and poor pickup , this bike is looking good but riding is bad so friends you are spending the money is on this bike is waste and look other bikes like yamaha, Honda, Hero,and others"
TVS Sport,4.3,Drive it to be live it,3,Good to ride but still time some crate mileage problem so I will tell some thing next time
TVS Sport,4.3,WORST BIKE ALWAYS STARTING PROBLEM   ,1,I am giving review on star sport .
TVS Sport,4.3,Chulahwali Tundla frozabad,5,Very very nice 
TVS Sport,4.3,very bed milage,1,I am purchased TVS sport bike June 2017. Company Recommend mileage 95 km per lit. i found nothing average is very poor maximum 58 km/l ... i m not satisfied to bike milage. I am very upset.
TVS Sport,4.3,"Poor balance control, not recommended.",3,"I am writing this review after 2 years of continuous riding this bike and overall I am not happy. There are many loop holes in this bike as- poor balance control as results skit very quickly, tyres are not good, bike engine has lots of noise, extremely bad pickup, no mileage as claims, very hard to ride in double loading bcs. it take more time to adjust normal pickup. I will not recommend this bike, better to add additional 5K-6K and go for Honda bike which has good balance. "
TVS Sport,4.3,Milage and comfortably,5,This is a great bike and imaging milage I have found and comfortably bike for me
TVS Sport,4.3,I have a tvs bike.. ,5,In Gola gokrannath kheri...my bike millege is good other bike
TVS Sport,4.3,Poor performance BS4,2,Low mileage... No pick up.. Good light and light weight model
TVS Sport,4.3, DEALER PRICE  IS RS 45000  BATA RAHA HAI ,2,DEALER PRICE  IS RS 45000  BATA RAHA HAI  TVS  CREDIT KA 1500 RS OR AGAL SE BATA RAHE HAI . BIKE DEKHO MAI PRICE RAIPUR C.G MAI 42000-43000 DIKHA RAHA HAI 
TVS Sport,4.3,Gokul tvs Ahmedabad bad service this company extra take money ,1,Bad service Gokul tvs Ahmedabad this show room staff is not responsible
TVS Sport,4.3,Wonderful journey with Tarzan,5,Its a simple bike. Anybody use this and enjoy your travel with a TVS Sports . Simple Gear simple hand brake and superb light flash and light weight.
TVS Sport,4.3,H dum bike me dum,5,Mst bike h chalane me mja aa jata h yhi bike three times repeat kar chuka hu singh 2006 se use kaar rha hu
TVS Sport,4.3,Hier mileage,5,"This bike is very good looking, exllent mileage,  better pick-up "
TVS Sport,4.3,Tvs performance ,5,Mileage is best to other and pickup of speed is best. Break control is super. Name is sports to work also same sports man full active. 
TVS Sport,4.3,Milan ka baap,5,"Super bike everything is good from TVS Sport mileage, economy and smart looks."
TVS Sport,4.3,Good performance and mileage bike,5,"Best bike in terms of mileage, good pickup and comfort seat,"
TVS Sport,4.3,I'm owner of this bike.,1,"Not powerful enough as Hero bikes, false mileage information. Its actual mileage is between 55-59 KM/L."
TVS Sport,4.3,Best bike best mileage best service,5,"If you are looking for the best bike, then don't rethink just by this, it's such a bike that adjusts with our life condition, good services have been got from the TVs company, so it's the best bike."
TVS Sport,4.3,Best In 100 CC Bike.,4,I think this is the best in class. Low maintenance and a good average for middle-class families also super comfortable and with the best design. 
TVS Sport,4.3,Average Is Best,5,TVS Sport is the best bike in term of mileage. Look is so perfect as compare to other bikes.
TVS Sport,4.3,Sahabubbiin,5,Bahut mast hai meri bike iska milenge bahut achha hai looks good
TVS Sport,4.3,MY TVS SPORT,5,I love this bike just because of its features and is very comfortable and mileage is also very good.
TVS Sport,4.3,Tvs bike quality,5,TVS sportS bike is a very good bike for the new generation and modern young boys.
TVS Sport,4.3,TVS Sports ,5,Nice bike good mileage comfortable riding with less maintenance from TVS.
TVS Sport,4.3,MY TVS BIKE,5,The engine is solid of every TVS bikes and general people can use it for life long as it gives you wonderful performance.
TVS Sport,4.3,Excellent work,5,Very good website to deal with and my experience is best
TVS Sport,4.3,Comfortable bike,5,Its soo easy to review the bike and all the details of the bike and the dealer are true and it is a very good bike.
TVS Sport,4.3,Very good bike,4,Good bike for daily commuters and gives you good mileage and performance.
TVS Sport,4.3,SUPERB BIKE $,4,"
Its a bike with good average and have stylish look "
TVS Sport,4.3,Characteristics of TVS Sport bike,5,The TVS Sport is an entry-level commuter bike with a sporty and premium design. The TVS Sport features an exciting design for a commuter bike. The bike features a stylish headlamp up front with a small windscreen. The rear view mirrors are finished in dual-tone colours and the front mudguard also gets the body colour.
TVS Sport,4.3,Pocket Friendly,4,The bike's mileage and performance are good and the maintenance is less.
TVS Sport,4.3,Good bike in low Budget.,4,Awesome mileage and good design & come in a very low budget as well. The best thing about this bike is it has got good braking efficiency.
TVS Sport,4.3,A Wonderful bike,5,This bike is really nice in this segment. The mileage of this bike is outstanding. I am in love with this bike. 
TVS Sport,4.3,Excellent bike ,5,"TVS sports my first choice and first bike  I am interested in this bike because of good mileage & it looks fabulous, so I request who wants to purchase a new bike because of mileage & price please go for this. excellent bike "
TVS Sport,4.3,My TVS Sport,3,It is a very good bike the TVS Sport you cannot compare TVS sport with any other bike.
TVS Sport,4.3,Sports vs Splendor,4,Best bike with great mileage at this price ...
TVS Sport,4.3,MY TVS SPORT,1,My TVS SPORT ES bike issue.
TVS Sport,4.3,Amazing Bike with Good Mileage ,4,A very nice bike with the best mileage available at an affordable price.
TVS Sport,4.3,Smart Bike,4,Very light weight bike & It has got good looks as well.
TVS Sport,4.3,My Thoughts about bike,5,I have purchased Tvs Sport bike it Is really amazing bike and its mileage is awesome I am very happy after Buying this Bike 
TVS Sport,4.3,Good bike for average needed person,4,Best mileage available in comparison of other bikes.
TVS Sport,4.3,Buy bike which feels like feather while running.,5,Bike runs as Smooth as feather using frm past 3 months no issues till now will recommend to other fellow colleagues for the same.
TVS Sport,4.3,Not Good Mileage,3,I have purchased this bike with ES ON FINANCE. I was resuming and thinking that the bike will give the average of 95 kilometres but it nearly runs only 65 to 70 kilometre in hundred rupees petrol. I have already made a complaint to TVS Dealership on every service I have done my 4 service already and V is pending but they are not able to sort out my problem even they are not able to set the mileage on 70 to 80 kilometres per litre.
TVS Sport,4.3,TVS Sport is far better option for low segment budget buyers ,5,"First of all, it is best to fuel efficiency bike in this segment and second  I can't believe that my sport can climb also up on the high hillsides like ""Darjeeling"" with pillion load of 80kgs"
TVS Sport,4.3,Highly Satisfied  ,5,"Highly satisfied with TVS Sport, after the first service, I am getting  70+ mileage in city. Good ride quality with great comfort and looks."
TVS Sport,4.3,Best Service,4,Service quality is good. every thing is transparent
TVS Sport,4.3,Good mileage with sporty looks,4,"The looks are great and it gives me great mileage on economy mode around 80 KMPL. When I run it on sports mode, it gives me the mileage of around 70 KMPL."
TVS Sport,4.3,Super bike,5,Wonderful bike goodride good mileage good facility
TVS Sport,4.3,Average bike,4,Only average is good. Don't expect more than that.
TVS Sport,4.3,Review Of TVS Sport ,4,It has good mileage and good for traveling in the city.
TVS Sport,4.3,TVS Sport,4,Good bike and the mileage is good. Very good for city driving and pickup is not that great but it is ok for the city.
TVS Sport,4.3,TVS Sport,4,"In this range of bike, it is a more suitable and comfortable bike. The mileage is also good and TVS engines are good."
TVS Sport,4.3,Superbike at a super price,5,"The whole buying and servicing experience was excellent. The bike is also giving a good performance, really good value for money. All technical details of the bike are available online on the TVS website which helps in comparison."
TVS Sport,4.3,Affordable And Amazing,5,"I own a TVS Sport from 2017 and the motorcycle is a true bang for the buck kind of a product. The engine is decent and comfort level is also satisfactory. If you are looking for something that can be your companion for your office commutes, the TVS Sport is a perfect package for the purpose."
TVS Sport,4.3,Pamper It Or It Will Fall Off,5,"The TVS Sport is a fine motorcycle for the price that is asks for. Besides, everything is plastic and eager to rattle unless you take good care of it. It needs to be serviced at every 2,500km to 3,000km in order to stay in shape. If you are considering getting one, be ready to treat it like a fragile commodity."
TVS Sport,4.3, Adding A Sportiness To Basic Commutes,5,"For an entry-level motorcycle, the TVS Sport looks smart and never feels aa if it is built to a cost. The design feels refreshing and the fit and finish are very good for a motorcycle which costs so less. The convenience of an electric starter is a welcoming addition too."
TVS Sport,4.3,Affordable Bike,5,"TVS Sport is a simple bike that is totally worth buying. It is not at all expensive, maintaining it is not at a hassle, and the mileage, it delivers makes me a happy owner. Once I took a long spin on it and realized how comfortable it is. I would suggest this bike to any buyer looking for a reliable, easy to maintain, affordable bike. "
TVS Sport,4.3,70+ KMPL Is Actually Achievable - TVS Sport ,5,"TVS markets the Sport has a highly fuel-efficient motorcycle and that is true as well. However, you need to ride this bike the way it is supposed to get the best out of it. I own a TVS Sport from August 2018 and have got up to 75 km/l from this bike. But if you ride likes you will ride an Apache or a Pulsar, the mileage drops down to 50-55 km/l. Ride smooth at around 40-50 km/h and the TVS Sport will surely return a mileage of over 70 km/l."
TVS Sport,4.3,Very fuel-efficient - TVS Sport,5,"I was looking for a bike that could easily return 50+ kmpl of fuel economy, and I went for TVS Sport because it not only looks sporty but performs flawlessly as well. The seating position is very comfortable, that makes it very easy to ride in the city. "
TVS Sport,4.3,Best In Fuel Consumption - TVS Sport,5,"I have previously used TVS sport and recently bought a new one, a month ago. I have very positive review of the bike. It has got the best mileage, low maintenance. Its best bike for good performance in low budget."
TVS Sport,4.3,Best Economic Bike,5,TVS Sport is a good economic bike.
TVS Sport,4.3,Efficiency.,5,TVS Sport is a simple bike with maximum fuel efficiency. The driving is so enjoyable compare to the one I was driving earlier. 
TVS Sport,4.3,Good Bike - TVS Sport ,5,I am using this bike TVS Sport for several years and I feel better than any bike in all companies resin this bike gave me more mileage and without maintenance. This is not a bike this is another member in our family.
TVS Sport,4.3,Awesome Bike - TVS Sport,4,"TVS Sport bike is a new looking good bike. I really like it. Also a fantastic mileage bike. Feeling well when driving, speed is also likely. "
TVS Sport,4.3,Amazing Bike - TVS Sport,5,"Following a 10 year long relationship with the TVS Start Sport, I sold the bike and purchased the new TVS Sport at the end of 2016. Over the course of 3 years, the new Sport has been a very reliable and economical bike for me. I have done 35,000 km and the tires will still do around 5,000 km."
TVS Sport,4.3,Best Bike - TVS Sport,5,I got the TVS Sport with the intention that I would use it for going to my office every day because not only it excelled in the fuel economy aspect but ensured durability as well. Its been around eight months and never once has the bike failed to deliver consistent performance and mileage. 
TVS Sport,4.3,Basic But Not Bland,5,"For basic commutes which only involves riding from point A to point B and back, the TVS Sport feels apt for the job. It is nimble to ride in city traffic and is very much fuel-efficient as well, which are my only two requirements from it."
TVS Sport,4.3,Tvs Sport is a good Mileage Bike,4,"Its a very good bike. It gives me a very good mileage. Everybody can drive it easily. However, its very light in weight. "
TVS Sport,4.3,Excellent product.,5,Best in the segment.
TVS Sport,4.3,Fabulous bike.,5,Nice bike and the mileage is very good. The looks are very good. Quite affordable.
TVS Sport,4.3,The best bike in its segment.,5,Best bike for mileage and everything is good on this bike.
TVS Sport,4.3,The super sport bike.,5,Very good mileage and quite affordable.
TVS Sport,4.3,Great build.,5,"The bike has great power and high fuel efficiency, build quality is also good and bike battery life is nice."
TVS Sport,4.3,TVS Sport - Fill the tank and forget about it,5,"Thanks to the high fuel efficiency offered by the TVS Sport, a full-tank helps me go through a month with ease. I use my bike only for my office commutes, which is 20 km every day. The fuel tank is rated at 12 litres and one tank go gets me around 800 km easily."
TVS Sport,4.3,Good bike with advanced features.,5,"Comfortable drive, amazing mileage, and aesthetically good look."
TVS Sport,4.3,Power performance.,5,"Amazing bike with a powerful performance that delivers a great fuel economy, bike graphics enhance the looks. "
TVS Sport,4.3,Best fuel economy.,4,This bike offers great fuel economy.
TVS Sport,4.3,Great fuel economy.,5,"The fuel economy of this bike is the best 70kmpl, with a smooth ride experience."
TVS Sport,4.3,Good Bike with Good Fuel Economy,5,"Very good bike with good mileage, low maintenance and comfortable bike."
TVS Sport,4.3,Best bike.,5,"The TVS Sport has been a steady warhorse, it is lightweight and agile to ride through city traffic and at the same time, its low kerb weight and frugal 100cc engine make it light on the pocket as well."
TVS Sport,4.3,Good bike ,4,"Best bike in milage and low maintenance, easily available spare parts in the market. Easy to get it to repair."
TVS Sport,4.3,Fuel efficient bike.,5," At a mileage of around 80kmpl in peak city traffic, I found the Sport to be the most fuel-efficient bike in its class. With comfortable seats suitable for mid-range rides, it’s the perfect two-wheeler for the middle class. Grab it if you are hunting for a daily commuting vehicle."
TVS Jupiter,4.4,Happy to buy TVS Jupiter,4,TVS Jupiter Scooter looks very nice and that's why I like this scooter so much. This scooter comes at an affordable price and it offers very good features. This scooter is very comfortable to ride and it can perform well for the city commute. This scooter gives good mileage too. I am using this scooter and so much satisfied with its performance.
TVS Jupiter,4.4,Powerful Engine - TVS Jupiter,5,"Since the day I am using TVS Jupiter scooter, I am really happy with the performance of this scooter and amazing features. it offers comfortable riding with enough powerful engine. This scooter offers All LED Lights, Synchronized Braking System, Synchronized Braking System, and many other features that give it a decent look and make it more amazing. This scooter generates less noise and it is very easy to ride."""
TVS Jupiter,4.4,Amazing Riding Experience - TVS Jupiter,4,I purchased TVS Jupiter Scooter because this scooter looks very nice and available at an affordable price. This scooter offers very good features that provide a comfortable riding experience. This scooter gives good mileage and it offers many other features that make this scooter more amazing. I am really happy with its performance.
TVS Jupiter,4.4,Feature Loaded Scooter - TVS Jupiter,5,"I am using TVS Jupiter and I like this scooter so much because it comes with all modern features, good mileage and powerful engine. The most important thing is, with all these amazing qualities, this scooter is available at an affordable price. This scooter looks very bold and stylish. This scooter also offers External Fuel Filling, Charging Point, Parking Brake etc features and gives a smooh braking experience."
TVS Jupiter,4.4,Balance and Braking Is Excellent,4,"Balance and braking are excellent but some vibration is there, charging port is loose and side footrest also. The scooter is excellent and the seat is good."
TVS Jupiter,4.4, Bad Service,1,"Very bad service, I have bought TVS Jupiter with your link but there was no offer."
TVS Jupiter,4.4,"Gives Good Mileage, TVS Jupiter",5,I am using TVS Jupiter Scooter and I am very satisfied with the peformance. This scooter is very comfortable to ride and it looks very decent. It comes in very attractive colours. I am using it in Starlight Matte Blue colour. It gives me good mileage and its suspension is very good that's is why it gives me comfortable riding even on bad conditioned roads.
TVS Jupiter,4.4,Best Scooter ,4,"I am using TVS Jupiter Scooter for my daily commute. It's a very good scooter at an affordable price. This scooter has a synchronized braking system, that increases safety while riding. Also, It has ECU-controlled ignition also provides Econometer, Parking Brake, Beige Inner panels, Dual-tone Seat and much more."
TVS Jupiter,4.4,Colours Are Best But Too Costly ,3,"Jupiter is the best scooter but prices are too high. No new features, same models, high prices. You attract customers by colours and not by models, due to this customers are not satisfied."
TVS Jupiter,4.4,Mileage is good,4,I am using a TVS Jupiter Scooty for the past about 1 year.  Engine performance and gearbox everything is very good. The best scooter I have come across. I feel no back pain while riding a scooter. It's riding on potholes and speed breaker is never a hassle with this scooter as it floats when it crosses one. Mileage is good.
TVS Jupiter,4.4,Vibration at 40 speed,3,"Pros: 12 inch wheels, fuel open/close system, front left storage. the easy center stands and kick start. Cons: TVS Jupiter makes rubbing noise during transmission between 35- 45 kmph. Other 10% may happen inside but we don't know. The paint looks very nice but glossy paint comes with poor quality. If you rub, a clear coat will fade. Have personal experience and common research to say Jupiter is smooth till 35 kmph and after 50 kmph."
TVS Jupiter,4.4,Jupiter - It is recommended,4,I am using TVS Jupiter scooter and I recommend it to others also who are looking for a good scooter with good features. This scooter is available at an affordable price and offers very rich features. It comes with cvt speed and also it offers features that ensure my safety at high speed.
TVS Jupiter,4.4,TVS Jupiter - Great Mileage,3,TVS Jupiter scooter's mileage delivery and handling are just great. Perfect for daily commuting and long drive too with a comfortable seat and good fuel efficiency. Good enough Underseat Storage and smooth braking give a safe ride. It's the best scooter with advanced features and powerful engine.
TVS Jupiter,4.4,Good scooter with good features,5,I am using TVS Jupiter scooter and I recommend it to others also who are looking for a good scooter with good features. This scooter is available at an affordable price and offers very rich features. It comes with cvt speed and also it offers features that ensure my safety at high speed.
TVS Jupiter,4.4,TVS Jupiter Review,5,I'm riding TVS Jupiter for abut 1 year and I'm very satisfied with the performance of my scooter. I used it for travel from my office to home daily and I haven't fac any major problem till date. Moreover it looks quite heavy which suits my personality. I would definitely recommend it to everyone who are looking for a good scooter. 
TVS Jupiter,4.4,TVS Jupiter Review,5,"I must start with the buying experience, I wanted to buy using cc but there was an extra charge for the cc payment, so I managed to buy by paying most of the amount in cash. Pros: 12 inch wheels, fuel open/close system, front left storage. the easy center stands and kick start. Cons: TVS Jupiter makes rubbing noise during transmission between 35- 45 kmph."
TVS Jupiter,4.4,TVS Jupiter Review,5, love TVS Jupiter
TVS Jupiter,4.4,TVS Jupiter,5,It's very bad experience for me. New scooter stopped in road. Start button also not working. So it's very difficult situation for me to start it by using kick. Digital meter not working while I put 500 rs petrol in it. Front light is also not working from 8 days when I purchased brand new scooter. I recommend please do not purchase this scooter. It willwaste your money as well as time.
TVS Jupiter,4.4,TVS Jupiter Review,5,TVS Jupiter - Average is the demon  Suspension and pickup of TVS Jupiter is very good but when it comes to average its very low. Rest everything is superb. Comfortable for rides and under seat space is bigger than any other scooter present in the market. Petrol tank of this scooty is also in good place and its looks very beautiful also. New cpolours are good but TVS should improve their fuel efficiency or mileage. Servicing of TVS is also not satisfying.
TVS Jupiter,4.4,TVS Jupiter My Experience ,5,I have a very great experience with my TVS Jupiter scooty because when I ride it I feel very safe and secure. Maintenanace cost of it is very low and it gives very good mileage in the city also. Its lights and tyre sysems are like cherry on the cake. I think if anyone is thinking to buy a new scooter I will suggest to go for TVS Jupiter instead of Activa or Maestro.
TVS Jupiter,4.4,TVS Jupiter,5,Great Indian Scooter - I bought this scooter after many test rides of activa and Jupiter. The main advantages you will get in Jupiter while comparing to Activa are that it feels very light while riding. Acceleration of Jupiter is very fast as compared to Activa. It comes with very smooth engine and it got disc brakes which are not available in Activa. Both wheels have the same size of alloy. I have ridden it for almost 500 km and got a mileage 42 which I think is very good before first service.
TVS Jupiter,4.4,TVS Jupiter,5,"TVS Jupiter Ranks Number 1 - I'm the owner os Jupiter from last twon years and I will definetly say that this scooter is the kning of all scooters. I have previously used Honda Activa then switched to Jupiter and the reasons for which I switched were its design, comfort and fuel capaciy. I'm fully satisfied with my scooter. Scooter is loaded with many features but diamond cut look makkes it best."
TVS Jupiter,4.4,Worst in the market ,3,First of all don't beleive on the mileage which is shown in the ad. Its maximum mileage is 40 kmpl. Please have test ride before buying it with minimum quantity of fuel so that you can get idea of mileage. Moreover this scooty will give you a lot of trouble after 6-7 months. I would recommend everyone to not buy this scooter as per my experience this is the worst scooter present in the market.
TVS Jupiter,4.4,TVS Jupiter,5,"TVS - Brand We Can Trust - I must say Jupiter is the comfortable scooty present in the market as I have ridden Activa, Maestro, Duet and Wego but this scooty is very comfortable. Jupiter is also very safe scooter and mileage is also quite decent. While other scooters service are costly and service centres takes time but this is not the scenario in TVS service centre. They openly welcomes us and didn't take any extra time in serviving. I'm very satusfued with my both riding experience and service centre experience."
TVS Jupiter,4.4,TVS Jupiter Review,5,Powerful Scooter - TVS Jupiter - TVS Jupiter comes with powerful 110 cc engine with 8.4 Nm torque which helps this scooter in giving powerful perfrormance. It comes with tubelss tyres and disc brakes which enhances its performance. This scooter is suitable for both boys and girls. Looks very stylish and different from other scooters available in the market. Moreover you can always trust the performance of the TVS products. Very excellent scooter. Worth to buy.
TVS Jupiter,4.4,TVS Jupiter,5,TVS Jupiter parts not good - The main problem that you will face in this scooter is its parts and build quality is not good at all. Moreover it requires servicing at very frequent intervals. Mileage of this scooter is also very low which will be a buden for evryone. The quality of service and the behaviour of the TVS staff after sales is also not good. Overall not a worth to buy this scooter. You can look for other scooters in the market.
TVS Jupiter,4.4,TVS Jupiter,5,TVS Jupiter- Average Scooter - According to me there is not much difference between Jupiter and other petrol scooters available in the market. One pro is that its seat is quite comfortable whih other scooters lack. Other then that this scooter is just an average scooter. Mileage of this scooter is also not very good. Moreover service provided by the TVS agency is very bad and behaviour of the staff members are also very bad. Its just an average scooter nothing more. Other options available in the market are also good. There is tough competition.
TVS Jupiter,4.4,TVS Jupiter - Very Comfortable ,5,I must say one thing about this scooter is that this scooter is way too much comfortable while riding it. You will not feel back pain and it runs very smooth on busy roads also. Pickup of this scooter is very good as compared to other scooter in the market. Mileage of this scooter is also very good. Very low cost maintenance. This scooter is suitable for both men and women. Anyone can use it for daily use. I am very happy to have it.
TVS Jupiter,4.4,TVS Jupiter,5,"TVS Jupiter - Best In The Business - According to my experience this scooter is the best scooter as compared to other scooters. It comes with TVS intelliGo technology, which turns off the engine while idling for a long time in traffic. The scooter also comes with an all-in-one ignition key slot for extra convenience. It also gets a large 21-litre underseat storage compartment and a sizable 2-litre cubbyhole on the back of the apron as well as mobile phone charging. Moreover its mileage is just amazing. Very comfortable to ride. Very low cost maintenance. Good choice for both boys and girls."
TVS NTORQ 125,4.4,A Classic Among All Motor Scooters.,4,"This one is a classic among all the motor scooters. If you want decent mileage, good power, and comfortable riding then this is the one. Stylish and looks are a bonus."
TVS NTORQ 125,4.4,Best Scooter In The Market.,4,"Bohat aacha scooter hai, ye sabse accha scooter hai in comparison with all the other scooters, sabse tej bhagta hai, price thoda jayada hai but uske hisab se performance bhi hai."
TVS NTORQ 125,4.4,"Superb Vehicle, Very Nice Handling.",4,"A superb vehicle, handling is very nice perfect for racing, comfort is great, there is little less mileage problem. There no problem in handling in superb rush hour in traffic."
TVS NTORQ 125,4.4,Ultimate Scooter.,4,"I purchased recently one month back, ultimate look and style. Drive like you are racing amazing performance and overall ultimate scooter."
TVS NTORQ 125,4.4,Other Than Mileage Everything Is Best.,4,"Very good scooter but not enough mileage otherwise the scooter is best in everything like comfort, design, looks, performance as well as in safety."
TVS NTORQ 125,4.4,Powerful Scooter.,4,Very nice scooter combined with the front disc brake. Nice styling. Broad tires and excellent control on road.  
TVS NTORQ 125,4.4,"Very comfortable to ride,",5,"Thanks to TVS for giving us Ntorq, a very comfortable scooter, I like the power and also the looks of the scooter."
TVS NTORQ 125,4.4,Best vehicle in this segment.,4,It is the best vehicle with great looks and awesome performance along with amazing comfort.
TVS NTORQ 125,4.4,Nice scooter in term of performance.,4,"Good performance, average mileage, looks are nice, exciting features, good in breaking, and nice-looking alloys."
TVS NTORQ 125,4.4,Best Race Edition Scooter.,4,"TVS products offer great quality. I am happy after buying NTORQ. Engine performance is very good, and it is having many interesting features. Great scooter."
TVS NTORQ 125,4.4,Superb Scooter With  Great Comfort.,4,Overall the bike is superb. The comfort in driving and pick up is also good and the seating position and the overall seat is very comfortable.
TVS NTORQ 125,4.4,Worst service and bad electronics used in TVS.,2,"Only After 2 years, even after proper service suddenly it's getting stopped in the road and won't start for a long time. coil issue often not monitoring service center. I won't prefer this TVS after this. People also please avoid TVS."
TVS NTORQ 125,4.4,Best Performing Scooter. ,5,Very nice scooter 100% recommended.
TVS NTORQ 125,4.4,Power Of A Beast.,3,It has a nice sound and refined engine and had the power of a beast but a thing which is not good is mileage.
TVS NTORQ 125,4.4,The Service Is Very Costly.,1,"Very costly service, spare parts are at a very high rate and the quality of service is also not very good, I think TVS can improve on this point."
TVS NTORQ 125,4.4,Good experience with my scooter.,4,Nice experience with my TVS Ntorq 125 normal edition. The power which this scooter gives is amazing.
TVS NTORQ 125,4.4,The Older Engine Is Much Better Than This.,3,"After bs6, the pickup is not good you have to drive normally not overwhelming at all and if you want mileage drive within 55kmph you will get 45+ mileage in the city."
TVS NTORQ 125,4.4,Fully satisfied.,5,My Ntorq looks like a racing bike. I am fully satisfied with my purchase. I just loved it.
TVS NTORQ 125,4.4,The Great experience about my TVS NTORQ 125,4,"I've been riding my TVS NTORQ for 2 months and the experience was superb. Great mileage with comfortable seating. The power is also excellent. It can go 60km\h on eco mode which can save you fuel. For long route it was comfortable. The braking system is brilliant, it never skitts because of extra-sized tyres. It comes with a low maintenance cost. The spacing in seats also good you can carry much more stuff with your helmet. The features of the scooter are brilliant it can navigate the locations handle the notification of your phones and many more things. The fuel tank is also bigger than other ones, it can store about 6 litres of petrol. The stability of the scooter is superior."
TVS NTORQ 125,4.4,Superman Bike,5,"I really like to ride with my new bike TVS NTORQ 125, but service is bad with dealer Prakriti Mobikes."
TVS NTORQ 125,4.4,Stylish bike,5,Good stylish bike. Best performance. Best stylish color of super squad edition. Best for boys.
TVS NTORQ 125,4.4,TVS Ntorq 125,5,Mileage is so good after its first service. I like it.
TVS Scooty Zest,4.3,Awesome Bike,4,"Good scooter in this segment, 110CC engine. Very light to handle, also the sitting position is quite comfortable. Moreover, I do start feeling a bit disappointed with its brakes after six months. Its build quality is not much high. But in the context of its low pricing, few negative points have to be accepted."
TVS NTORQ 125,4.4,TVS Ntorq,3,It is a good vehicle and has excellent mileage.
TVS NTORQ 125,4.4,Very bad service,1,"no time value, anything breaks anytime and service is not good."
TVS Scooty Zest,4.3,Good for guys too,4,"I have read a lot of reviews saying that this scooter won’t fit for a guy. But after a month of experience riding scooter zest, I am sure that it’s also great for the males. The scooter can easily fit with males having a height of five feet and seven inches like me. It’s just that guys taller than this height may face comfort-ability issues."
TVS Scooty Zest,4.3, Good Bike,5,"I was looking for a budget scooter, and then after 5 months of my research I finally came up with purchasing scooty zest two months ago. I liked it very much. As per its pricing, it provides very well performance. It delivers a mileage of almost 55 kmpl — -60 kmpl, which is a very needful feature of it for me. I recommend it to everyone who is looking for a good two-wheeler at an affordable price."
TVS Scooty Zest,4.3,Awesome Bike with great features,4,"It is an excellent bike and way better than other scooters. Good mileage and looks. Nice handling capacity in traffics. It has too good smoothness for long drives. Very convenient to drive for women and old peoples. Speed analogue is impressive. The lighting system is a bit average. Comfort for sitting is also not as per expectation. Anyway, Overall I like this scooter."
TVS Scooty Zest,4.3,Reliable scooty,4,"It is an excellent scooter for all age groups. I bought it in 2012, and still, I never got any issue from it. It has tubeless tires, so even that kind of problem doesn’t create an issue for me. My father is 70 plus age he often uses it. He feels very comfortable with it. For our family, this scooter became our family member for the last 7 years."
TVS Scooty Zest,4.3,The best scooter in the segment.,4,"Value for money, excellent bike. I do think there can be improvements in brakes, but still, they work somewhat okay. Service is not good when compared to another scooter in the same segment. Mileage is very efficient, I am getting almost 45  to  50kmpl. In my opinion, with few up-gradations and improvements, this scooter can be the best in its segment."
TVS Scooty Zest,4.3,Not a great option.,3,"This is my first scooter and the riding experience is great nice color, and bike mileage is also excellent. Only one issue, it shakes too much while handling. "
